"id","area","circularity","eccentricity","majorAxisLength","minoAxisLength","orientation","perimeter","spores"
4,249,0.854106795649286,0.0194859443634109,19.1336522361463,16.625525131581,0.427938239959915,51,1
5,183,0.833483899876799,0.0170035484082589,16.3625035822009,14.3514070265329,0.600114718815621,43,1
6,304,0.984751549551266,0.0144240485769269,20.9074093662145,18.5305543766204,0.848017338961377,54,1
7,148,0.817452285675566,0.233847506131276,18.0166318715098,10.6296969561583,0.695207740179259,39,0
8,15,1.38719779689135,0.0163378370738877,4.618802153517,4.06174565646075,-1.32581766366803,10,0
9,221,1.00271619136792,0.00961480280484094,17.6360456014511,15.9837673513883,0.389504796549268,46,1
10,181,0.620856747038236,0.471145576354783,23.8047121179014,10.2652680725557,0.886457815914766,51,0
11,50,1.10002466214826,0.00502851356737019,8.26055688195415,7.69415362466854,-0.785398163397449,21,0
12,219,0.922215988243202,0.030104945757798,18.3833066975486,15.4276591847204,0.481452365697463,48,0
13,26,1.20223809063917,0.00424422795010852,5.95048603255807,5.5746679790749,0,14,0
14,233,0.972511961117976,0.00644385828218251,17.9325465771366,16.546433273057,1.26783405607062,47,1
15,221,0.950922775494926,0.030038738751571,18.3408665130621,15.3950721424139,1.27222184523129,47,1
16,635,0.379249681935927,0.131300543534532,42.4236569835214,29.0237050913348,0.883902791994156,126,0
17,224,0.888553921018026,0.0180749846693155,18.1326056196041,15.8385932744448,0.760804547826316,48,1
18,205,0.450757898656456,0.519997700194962,28.4002633202344,11.4323558974664,-0.958533624600105,62,0
19,241,0.947799303895793,0.011296631274843,18.4891388101526,16.6181404789942,0.160003950718545,47,1
20,3,2.35619449019234,1,3.2659863237109,0,1.5707963267949,3,0
21,37,1.20332669987436,0.0177979069231859,7.30822346508618,6.39036503875612,-1.40903921629573,18,0
22,1,12.5663706143592,NA,0,0,0,1,0
23,237,0.976949959667848,0.0617168787220821,19.7200537783259,15.3006986254304,-0.119370830831699,49,1
24,40,0.880019729718608,0.133877958412098,8.86221579464657,6.03830532592687,1.29235317775731,21,0
25,482,0.440237524630074,0.805110543858904,53.2687338543934,12.3946773595821,0.992122272559985,97,0
26,172,0.854818652473496,0.0794232000578959,17.1746909532206,12.8555744250575,-1.1884765400691,41,1
27,7,1.29471794376526,0.0679522497704317,3.6857065455973,2.82251442297545,1.26067158380349,7,0
28,42,0.312253410415687,0.0905456897571874,9.49002633778524,6.95682758121572,0.741911120685935,28,0
29,166,0.543700543631535,0.510627035917045,23.3244375734409,9.51640633017976,0.913166343110216,52,0
30,1,12.5663706143592,NA,0,0,0,1,0
31,169,0.510052411823581,0.150239015135363,20.8982779898864,13.8832927888024,-1.16400978726891,55,0
32,114,0.496810369892457,0.642649867594062,22.7014370553424,7.53232106177754,0.978344472232144,45,0
33,141,0.889662888694572,0.0155329837576043,14.3175773041133,12.6316452394198,0.0828509807682865,38,1
34,187,0.699967081893369,0.0412555075843325,17.3072152380293,14.0854805475776,-0.494440830360895,47,1
35,31,0.531570393501902,0.733438138123955,12.6373054076067,3.51462975811718,-0.18267832849427,23,0
36,1,12.5663706143592,NA,0,0,0,1,0
37,53,0.992894588180672,0.152855026081162,10.1526905582071,6.71805043089014,0.808605259033486,23,0
38,239,0.976591914618638,0.00625210225211929,18.146838036979,16.7644519709636,-1.05586273115682,48,1
39,232,0.989349696984774,0.0129980862971151,18.2038585766928,16.2343046743201,-1.0497432859539,46,1
40,379,0.447583592455228,0.0359415544924866,26.4121339528194,21.8002049861825,1.3297484807317,87,0
41,148,0.441960047085827,0.266927715781869,21.1462593791111,11.9377216656471,-1.44272226463728,57,0
42,165,0.30339466523002,0.186644387628242,23.7856445492166,14.9797644489737,-1.31672736215955,68,0
43,85,0.647128260735298,0.140378708714613,13.0217130994545,8.78259357440681,-1.42903344120214,33,0
44,192,0.498101473045668,0.397883832141888,25.3601782537802,12.0669351912039,-0.438859034275425,58,0
45,22,0.364073598276024,0.808749441268171,13.3699073337295,3.07847086167188,1.06401470482622,20,0
46,286,0.902282220449106,0.0343497234403488,20.9949730323586,17.4053793807081,0.39000432426119,54,1
47,218,0.337581126512752,0.266546971765155,30.9796243724392,17.4977560645731,-0.387509298246628,76,0
48,120,0.516338158639779,0.151266093671235,16.9714241728194,11.2570316489847,-1.525147401286,46,0
49,116,0.647274424999629,0.172458968693231,15.7085594631617,10.0969035656342,0.840259790327687,39,0
50,251,0.268089633429492,0.313229165881116,30.4482250108245,16.1783980839784,-0.0166034784817226,84,0
51,180,0.760782587083187,0.0796674632358005,17.6557948014381,13.2094736412973,1.33540321192736,44,1
52,2,6.28318530717959,1,2,0,0,2,0
53,273,0.354843320439422,0.241014210324819,27.8007781076449,16.2448588852405,-1.03233965275871,80,0
54,5,0.571504546526918,0.943310657596372,7.27921561087423,0.879215610874228,-0.686700383472508,5,0
55,1,12.5663706143592,NA,0,0,0,1,0
56,1,12.5663706143592,NA,0,0,0,1,0
57,3,1.61703625335794,0.8125,3.67708852834268,0.837402040213008,0.491396861623665,3,1
58,2,3.14159265358979,1,2.82842712474619,0,0.785398163397448,2,0
59,583,0.677572498440421,0.0464973920389312,30.7194002785936,24.6758066715816,1.18655413694769,86,0
60,271,0.817894695882784,0.0161414381200416,19.9178560145607,17.5293632531051,0.239953709560226,55,1
61,189,0.685303177465983,0.220795135409194,21.0319139326189,12.6304915437007,-0.326079114618024,51,0
62,362,0.600839121590179,0.0529230638825607,26.3185080639247,20.8224143472229,-0.309269683845852,75,0
63,257,0.898862372585072,0.000598523216929829,18.3683949845673,17.9243819667953,0.824327152213828,50,1
64,165,0.532055737750487,0.346602904355509,21.1935356408406,10.7830580489945,-0.953957858988506,48,0
65,154,0.536816219181265,0.533173896458114,23.6775730499814,9.35021424700094,0.0167624275227026,53,0
66,91,0.916990002562392,0.206955513132992,13.8004531850703,8.44698892047826,-0.0604631216924658,32,0
