dataFileName,nbNeurons,maxNbIterations,NbTests,RatioClass0OverClass1,OverallPrecision,PrecisionForClass0,PrecisionForClass1
006NIBLACK.txt,9,10,142,27.4,0.9647887323943662,1.0,0.0
006NIBLACK.txt,9,100,142,27.4,0.9647887323943662,1.0,0.0
006NIBLACK.txt,9,1000,142,27.4,0.6126760563380281,0.6277372262773723,0.2
006Otsu.txt,2,10,20,1.5,0.6,1.0,0.0
006Otsu.txt,2,100,20,1.5,0.6,1.0,0.0
006Otsu.txt,2,1000,20,1.5,0.45,0.75,0.0
006Otsu.txt,3,10,20,1.5,0.6,1.0,0.0
006Otsu.txt,3,100,20,1.5,0.6,1.0,0.0
006Otsu.txt,3,1000,20,1.5,0.6,1.0,0.0
006Otsu.txt,6,10,20,1.5,0.6,1.0,0.0
006Otsu.txt,6,100,20,1.5,0.6,1.0,0.0
006Otsu.txt,6,1000,20,1.5,0.6,1.0,0.0
006Otsu.txt,9,10,20,1.5,0.6,1.0,0.0
006Otsu.txt,9,100,20,1.5,0.6,1.0,0.0
006Otsu.txt,9,1000,20,1.5,0.6,1.0,0.0
