"id","area","circularity","eccentricity","majorAxisLength","minoAxisLength","orientation","perimeter","spores"
337,9,0.441786466911065,1,10.3279555898864,0,0,9,0
338,94,0.70027033500653,0.452944888078554,16.8742615124119,7.46004265347876,-0.0408551257306888,39,0
339,22,0.809059410437197,0.0648181696118682,6.5565229972498,5.05380369685737,0.345064447967425,15,0
340,22,0.294721488332708,0.0992649616168426,10.1910453672406,7.35479486770257,1.34313166581608,20,0
341,270,0.3565024749149,0.921140085681776,49.4432106280023,7.08486908721159,-0.0196836294650597,93,0
342,80,0.765350172022073,0.547842341688058,16.3206161394433,6.30654333442201,-0.0269891376121026,35,0
343,1,12.5663706143592,NA,0,0,0,1,0
344,112,0.524548084321865,0.0445980672977923,13.8175336155836,11.1510043240633,0.171347662281288,44,0
345,79,0.285473901771997,0.799770114789103,24.6771786757201,5.82923414323334,0.0242337383054529,52,0
346,8,0.512913086300374,1,9.16515138991168,0,0,8,0
347,1,12.5663706143592,NA,0,0,0,1,0
348,38,1.20589460709589,0.0030644360187241,7.1276450598864,6.7434178433882,0.982793723247334,17,0
349,223,0.351300268633628,0.905152323632384,43.5188237287538,6.86823778772007,0.00418092440415418,86,0
350,346,0.280575633556505,0.955759015386884,65.0032638208954,6.91357487967531,-0.0170256901071512,122,0
351,21,0.277668378307717,0.968209342560554,16.4075877926338,1.47454494053679,0.0825743387073134,21,0
352,50,0.539012084452647,0.526761841997257,14.0027365225976,5.58169955109654,-0.0486623960741262,30,0
353,2,6.28318530717959,1,2,0,0,2,0
354,104,0.418241800386096,0.870116989092591,26.7449177080841,4.98689684086371,-0.000994162264068949,53,0
355,74,0.515186632630732,0.81383913601981,20.4697472124464,4.64318942179631,0.0149403546620405,40,0
356,22,0.563888881862472,0.0464168768113214,7.23842198912462,5.81550712667563,-0.540838260641685,17,0
357,1,12.5663706143592,NA,0,0,0,1,0
358,5,0.98174770424681,1,5.65685424949238,0,0,5,0
359,175,0.251787974197018,0.92737159296851,45.0656171324837,6.18696963664106,1.52334205040498,86,0
360,4,1.39626340159546,1,4.47213595499958,0,0,4,0
361,1,12.5663706143592,NA,0,0,0,1,0
362,3,2.35619449019234,1,3.2659863237109,0,0,3,0
363,149,0.410264357837592,0.842969340673206,31.7949152618153,6.56857316762188,1.57068909154474,63,0
364,89,0.580337752167843,0.640007792981291,19.2354245252216,6.41172142654636,-1.55636750839283,41,0
365,159,0.349997593500395,0.89324566194765,36.4866091384015,6.12887265460683,-1.5615175737072,70,0
366,154,0.482764225751113,0.760565456044,28.2704145556593,7.38916901412292,1.52684770765661,59,0
367,43,0.706435893998508,0.710380431684744,13.6890353674924,3.99759693217685,1.53805961763399,26,0
368,481,0.204552946187457,0.977530581741629,91.2788598062909,6.8801281526621,1.56175881891859,169,0
369,120,0.529706548469866,0.17522126345427,15.8539874595787,10.1496017145923,1.20234681533544,42,0
370,230,0.733566742154491,0.0211835722643327,18.541883870985,16.0137127550455,-0.68418104192294,52,1
371,43,0.38105726388104,0.904537622799423,18.5289262710304,2.93422300341036,-1.54746837447363,33,0
372,22,0.760120637747012,0.445279262276981,8.74814854977903,3.90788303862347,0.0736578039993363,17,0
373,30,1.20921758579656,0.00186650958389185,6.3174862995317,6.05020019592615,-1.40651974151917,16,0
374,8,1.71474320484484,0.04,3.46410161513775,2.82842712474619,1.5707963267949,6,0
375,199,0.170884840936246,0.860692628983781,46.908870253018,9.08227485765248,-1.48034193659113,113,0
376,298,0.114778034939032,0.820099749433427,50.3936262481352,11.2165994578549,1.55542672795269,158,0
377,41,1.22774974791992,8.43536298514213e-05,7.2313679844708,7.16525425443065,0,18,0
378,4,1.39626340159546,1,4.47213595499958,0,0,4,0
379,136,0.587365947349965,0.0475734405042611,15.0307401291652,12.0422712781388,0.478329764447416,43,0
380,2,3.14159265358979,1,2.82842712474619,0,0.785398163397448,2,0
381,1,12.5663706143592,NA,0,0,0,1,0
382,54,1.13186185935214,0.00362973878003821,8.53523222921083,8.03560424747094,0.657765145748428,22,0
383,1,12.5663706143592,NA,0,0,0,1,0
384,38,0.588508084428251,0.753477968664912,13.5516272792176,3.60192958011726,1.52372363605373,26,0
385,62,1.09061423284684,0.0169643381751932,9.47038719220468,8.30766402294742,0.600922146501652,23,0
386,1,12.5663706143592,NA,0,0,0,1,0
387,40,0.28966559423346,0.943719560569274,21.2882032169849,2.56171891361096,1.51920752406964,35,0
388,1,12.5663706143592,NA,0,0,0,1,0
389,701,0.149516253424976,0.988123293972286,130.585827248671,7.13689538390937,1.56621505901637,239,0
390,4,1.39626340159546,1,4.47213595499958,0,0,4,0
391,93,1.03787106077527,0.0428048450664768,12.0825107509051,9.79464169176658,1.13048635155224,29,0
392,177,0.362009263377965,0.863389464596767,36.5525806902288,7.00302529979975,1.51238023314591,73,0
393,5,1.07171450302803,0.8125,4.93333194519533,1.12349273184798,-0.955044470624471,5,0
394,52,0.215459780387808,0.965498798484594,27.9919369160075,2.62249941720022,-1.54479750716655,47,0
395,90,0.255859384785631,0.962076827639643,34.2575808366778,3.36787761994522,1.55421226711752,62,0
396,8,1.28983209151633,0.532505478451424,4.89897948556636,1.93649167310371,1.5707963267949,8,0
397,9,0.964543052725225,0.677685950413223,5.97109856084753,1.85932597673342,1.51546771620795,9,0
398,6,1.61703625335794,0.37180249851279,3.82970843102535,1.88561808316413,1.5707963267949,6,0
399,24,0.314429230051972,0.56636679288267,13.7843451492798,5.17930131763541,1.22329641846283,23,0
400,264,0.77669703401971,0.0194033031903467,19.7420615068838,17.1593660991303,-1.44813874184821,55,1
401,177,0.738775180763442,0.161829506554781,18.7679171310308,12.25314019715,0.644485655972926,47,0
402,21,1.4149067216882,0,5.08967208224281,5.08967208224281,0,12,0
403,102,0.468886703776103,0.00258485932859695,12.611886058364,11.9861800219882,-1.00242902155096,44,0
404,252,0.379785555234498,0.695594957280313,35.2076246179319,10.5915076581211,1.55277264151064,88,0
405,29,0.86840835828482,0.105523483732608,7.70605266273493,5.50112827407362,1.2174043915028,18,0
406,25,1.07802416890529,0.310556554537081,7.75874097738063,4.13689961757772,1.50404938126664,15,0
407,80,0.566065608710519,0.703273133601258,18.6439490680913,5.52364582014613,1.53160280716839,38,0
408,163,0.756302746836931,0.308174709071887,20.0028023292057,10.6984535318975,1.20170813093372,45,0
